payment_id,order_id,provider,amount,status,transaction_id,created_at,updated_at
36,36,Stripe,823.5,refunded,fce04290-c994-4e78-8c55-3147e72bded4,2025-10-05 19:40:36,2025-10-11 19:40:36
37,37,Adyen,762.62,failed,6542090b-8115-463c-b6ad-210b94552ec5,2025-08-27 19:40:36,2025-10-14 19:40:36
38,38,PayPal,276.83,refunded,a42e38bd-3b8e-4994-a73e-a59ed8e3ce11,2025-11-05 19:40:36,2025-10-30 19:40:36
39,39,Adyen,62.07,failed,bb3498a6-2d58-4d8e-a29c-399d84181a0c,2025-11-02 19:40:36,2025-11-04 19:40:36
40,40,PayPal,1310.1,failed,6320dc22-acc6-4064-8517-49ee985c16e8,2025-09-30 19:40:36,2025-10-13 19:40:36
41,41,Adyen,289.33,success,4f14f50f-5350-4ce2-9da1-0cfe98f511e5,2025-08-12 19:40:36,2025-10-20 19:40:36
42,42,Stripe,518.85,pending,b08abbcf-15bb-4fa7-a60f-c5e735b9940e,2025-09-01 19:40:36,2025-11-06 19:40:36
43,43,PayPal,720.63,failed,3ef3ad7c-9f2a-4db3-b735-dc519d865401,2025-09-03 19:40:36,2025-10-07 19:40:36
44,44,PayPal,1254.42,refunded,8132f1e6-1ff0-4571-ba26-0fcb74b8102f,2025-11-02 19:40:36,2025-10-25 19:40:36
45,45,Stripe,333.19,refunded,130e407e-675f-4a24-bccc-f72845cf8599,2025-10-24 19:40:36,2025-10-26 19:40:36
46,46,Adyen,928.11,pending,d7d50063-f30e-4110-91ae-0636ab371519,2025-10-03 19:40:36,2025-10-15 19:40:36
47,47,PayPal,60.03,pending,3a8eecfd-2779-4b36-be54-d422c8a6cf44,2025-09-20 19:40:36,2025-10-14 19:40:36
48,48,Stripe,1022.58,refunded,90e4e8b8-110c-4d5e-a8d9-ebd143407164,2025-09-29 19:40:36,2025-11-04 19:40:36
49,49,Stripe,1128.55,success,c1d0ba70-78ca-4f3e-8360-78e7872e656e,2025-10-28 19:40:36,2025-11-05 19:40:36
50,50,Stripe,844.31,failed,40a3fe45-e070-4ded-a2c5-37aafcf91ea6,2025-10-10 19:40:36,2025-10-07 19:40:36
51,51,Stripe,457.71,success,d5a660bf-25c9-405f-9929-02aa21135bc6,2025-08-22 19:40:36,2025-10-07 19:40:36
52,52,PayPal,1359.27,failed,d956a4b3-eb77-4451-8e92-470a63c9c406,2025-09-03 19:40:36,2025-10-27 19:40:36
53,53,Stripe,396.33,success,fd78654d-07d2-44d3-bf69-17f358d5785e,2025-09-16 19:40:36,2025-10-29 19:40:36
54,54,Stripe,258.18,pending,01f59530-d17e-4767-acf6-d3723b493888,2025-10-04 19:40:36,2025-11-05 19:40:36
55,55,Stripe,359.34,pending,fae110fb-2c1e-41ea-bc2f-4971e260d2ec,2025-10-11 19:40:36,2025-11-03 19:40:36
56,56,PayPal,1431.46,refunded,fd4fdf5d-0d00-4882-a296-8a1a7910a0f1,2025-09-22 19:40:36,2025-10-20 19:40:36
57,57,Adyen,562.97,pending,826ccd26-02c8-4e1b-883e-9ffe8b7d5e46,2025-10-29 19:40:36,2025-10-21 19:40:36
58,58,PayPal,784.9,success,160f2b3f-526b-444e-90d8-f304ab9bad95,2025-09-23 19:40:36,2025-10-19 19:40:36
59,59,Stripe,1142.84,pending,2ded177d-4132-488f-9972-6a393b78154e,2025-09-30 19:40:36,2025-11-02 19:40:36
60,60,Stripe,1152.94,pending,92ab9ae8-ef93-40d1-8869-89a99e8d0a48,2025-08-22 19:40:36,2025-11-02 19:40:36
61,61,PayPal,255.82,refunded,bfe5c8a4-ff66-4512-b8eb-15c879fc4e0b,2025-10-30 19:40:36,2025-10-07 19:40:36
62,62,PayPal,471.56,pending,232e45b2-2f2f-4fd1-863f-2e658bf5ad89,2025-10-18 19:40:36,2025-10-17 19:40:36
63,63,Adyen,1419.8,success,dc5db8b8-9a9b-4bd1-9c47-468d0b4d48e1,2025-08-10 19:40:36,2025-11-05 19:40:36
64,64,Adyen,386.34,pending,2e09dd37-e566-4c1e-af85-517fa9fbc00c,2025-08-19 19:40:36,2025-10-21 19:40:36
65,65,Stripe,1005.54,pending,aabb7293-158e-4645-8c9f-f73fe68b4760,2025-09-05 19:40:36,2025-10-20 19:40:36
66,66,Stripe,279.19,refunded,5a3f0a1b-6774-4495-a2f5-984a4e7c8855,2025-09-14 19:40:36,2025-11-05 19:40:36
67,67,PayPal,1285.51,failed,56c2138d-b8f1-4f28-a54c-41486b84bc0c,2025-09-21 19:40:36,2025-11-04 19:40:36
68,68,PayPal,527.08,refunded,a6532eda-a7c3-47c3-873d-288a124f2ac6,2025-09-08 19:40:36,2025-10-10 19:40:36
69,69,Adyen,591.07,pending,656dc91e-208a-4285-9ea5-85e676e34bea,2025-10-28 19:40:36,2025-10-17 19:40:36
70,70,Adyen,435.75,refunded,af72fce1-79a5-49c1-98f5-1cae21b08c13,2025-09-22 19:40:36,2025-10-08 19:40:36
71,71,PayPal,672.13,failed,5a9f463b-1b3a-4adc-a64d-0a3204332951,2025-09-10 19:40:36,2025-10-08 19:40:36
72,72,Stripe,373.63,pending,8a145950-79dc-4a48-aca6-90859b5a1e58,2025-10-31 19:40:36,2025-10-20 19:40:36
73,73,Adyen,1054.43,pending,a14dc097-c192-4a9f-8333-fe0ea811b5ce,2025-11-03 19:40:36,2025-10-11 19:40:36
74,74,Stripe,267.57,failed,ba1eb85d-5d6e-4e7f-83c6-f645723ba579,2025-10-08 19:40:36,2025-10-30 19:40:36
75,75,Adyen,133.5,refunded,56f144d5-47b7-477d-b3e8-69d026a2c2b6,2025-10-23 19:40:36,2025-10-21 19:40:36
76,76,Stripe,1329.7,refunded,320359bd-7e80-496a-a827-27986241ebb0,2025-10-01 19:40:36,2025-11-01 19:40:36
77,77,Stripe,251.45,success,04c53ccd-5c98-4db3-aba3-eea0e9c954c1,2025-08-15 19:40:36,2025-10-27 19:40:36
78,78,PayPal,1163.67,refunded,e8d0d1a8-b936-4118-bc18-ff932775a50f,2025-08-19 19:40:36,2025-11-06 19:40:36
79,79,PayPal,666.0,refunded,46866d00-7374-410d-9004-5b041f0e651e,2025-09-01 19:40:36,2025-10-16 19:40:36
80,80,PayPal,1480.45,failed,e8e6f731-a0ac-4487-af6b-40669b131e3a,2025-09-09 19:40:36,2025-10-31 19:40:36
81,81,PayPal,309.72,success,d3db6d20-4309-484a-a66d-bf6c47cf4cad,2025-08-15 19:40:36,2025-11-05 19:40:36
82,82,Adyen,1476.41,refunded,85bf754d-85c0-427a-986f-b0e1b87b8267,2025-09-22 19:40:36,2025-10-11 19:40:36
83,83,PayPal,1369.43,pending,624547a9-c05b-474b-867d-624454fa013d,2025-08-30 19:40:36,2025-10-29 19:40:36
84,84,Stripe,595.94,pending,f0d270f2-eac6-45b7-b0e9-b466e3961385,2025-11-06 19:40:36,2025-10-18 19:40:36
85,85,Stripe,1411.69,success,69dcb584-8fb7-4e3f-a2a4-ba31030204b4,2025-08-15 19:40:36,2025-11-05 19:40:36
86,86,Adyen,580.84,success,29867bda-460a-4d91-a71c-c638eda1df2f,2025-08-26 19:40:36,2025-10-10 19:40:36
87,87,Adyen,1146.62,pending,ac1b352d-57de-4689-a7ed-6876300f0216,2025-09-03 19:40:36,2025-10-23 19:40:36
88,88,Adyen,584.21,pending,cade4895-fa43-48a3-aeb9-95d5fd4c4f43,2025-08-30 19:40:36,2025-11-06 19:40:36
89,89,Adyen,496.99,success,54fd1ecc-958e-4a78-8098-544bf284c102,2025-10-26 19:40:36,2025-10-19 19:40:36
90,90,PayPal,695.01,failed,e40d6e0b-eb48-4fbb-ba2c-1b75169714e5,2025-09-10 19:40:36,2025-10-31 19:40:36
91,91,Adyen,826.01,refunded,d125a269-d2a2-452a-b051-28b7b50bb37c,2025-08-22 19:40:36,2025-10-30 19:40:36
92,92,PayPal,1192.78,failed,db175d95-5f2e-4473-8d77-fd218da23eb9,2025-08-31 19:40:36,2025-10-09 19:40:36
93,93,Adyen,527.02,success,005749a7-2200-448c-add8-bb651fbad08f,2025-08-19 19:40:36,2025-10-26 19:40:36
94,94,PayPal,392.18,refunded,c5401f40-1bbc-48a9-a81a-bc5172f04cb8,2025-08-30 19:40:36,2025-10-29 19:40:36
95,95,Stripe,1012.29,refunded,b3c5c7ca-1f19-4b15-b322-801c0b1d49be,2025-11-01 19:40:36,2025-11-04 19:40:36
96,96,Adyen,174.13,refunded,a9492029-dce2-4030-8673-f13ab90a1a9e,2025-10-07 19:40:36,2025-11-05 19:40:36
97,97,Stripe,627.35,pending,1f94ebf5-5a28-4516-afce-675f3f244778,2025-10-12 19:40:36,2025-10-13 19:40:36
98,98,Adyen,521.39,success,3fc4c451-2cb1-40b3-b0af-0245202a17a6,2025-08-19 19:40:36,2025-11-02 19:40:36
99,99,Stripe,1081.63,failed,ca11e0a2-db83-4c49-b191-beb3f892317a,2025-09-11 19:40:36,2025-11-02 19:40:36
100,100,PayPal,265.22,success,c94f211a-528f-41b0-9990-bc9812cd682a,2025-10-26 19:40:36,2025-10-14 19:40:36
101,101,PayPal,938.09,failed,7ee24239-6e31-4d97-bfc5-2c265216fb11,2025-10-07 19:40:36,2025-11-05 19:40:36
102,102,PayPal,994.75,pending,1f10b946-3861-4e7a-b8c2-6695451e0b43,2025-08-31 19:40:36,2025-11-01 19:40:36
103,103,Stripe,488.35,pending,0fb94601-819c-49e8-a2c5-2fe4b669b57b,2025-09-19 19:40:36,2025-11-05 19:40:36
104,104,Adyen,965.55,failed,11d16bf4-d647-4145-9c37-0e6234adbe8e,2025-08-11 19:40:36,2025-10-09 19:40:36
105,105,Adyen,452.09,failed,bf4dc362-fe2c-4a80-942f-fe1deed739f4,2025-10-21 19:40:36,2025-10-17 19:40:36
106,106,Stripe,1417.24,refunded,31fc5d5f-4562-4f92-b547-2d45ebf8b140,2025-09-12 19:40:36,2025-10-22 19:40:36
107,107,PayPal,1393.62,success,14ed3dc2-9128-4133-9cbd-f1f34789006d,2025-08-25 19:40:36,2025-10-16 19:40:36
108,108,Adyen,756.56,failed,da67bac9-4dca-4504-9857-51591cbbed10,2025-09-01 19:40:36,2025-10-09 19:40:36
109,109,PayPal,1277.27,pending,33d4296e-aac4-44e1-9608-f1c9c7735a51,2025-09-28 19:40:36,2025-10-21 19:40:36
110,110,Stripe,1359.46,failed,087c2893-7cf7-4798-b1e6-937239166c09,2025-10-01 19:40:36,2025-10-14 19:40:36
111,111,Stripe,1003.11,pending,bcf718fe-3707-4d13-a397-768cfa5e60f8,2025-09-11 19:40:36,2025-10-26 19:40:36
112,112,Stripe,1146.52,refunded,588549e6-1973-4057-b0f2-b16c69dbe56c,2025-09-18 19:40:36,2025-10-09 19:40:36
113,113,Stripe,1065.22,failed,885baaf4-641d-46b0-9e0f-df9820eb0dcb,2025-10-26 19:40:36,2025-10-28 19:40:36
114,114,Stripe,767.08,success,334ec931-448b-4119-9c4a-e26460ba6fdf,2025-08-21 19:40:36,2025-11-01 19:40:36
115,115,Adyen,48.31,success,76b38e61-4c64-4d5d-a2fb-ee2f9b209710,2025-10-18 19:40:36,2025-11-04 19:40:36
116,116,Stripe,1415.73,failed,e3918289-c67e-437a-b297-52992841915c,2025-08-22 19:40:36,2025-10-14 19:40:36
117,117,Stripe,971.4,success,792ff55c-baff-4c41-8ceb-23d4cce66031,2025-08-10 19:40:36,2025-10-25 19:40:36
118,118,PayPal,1049.29,success,95dc9c1d-16af-4137-b8b1-25d9ab314ca8,2025-11-03 19:40:36,2025-10-18 19:40:36
119,119,PayPal,1448.05,failed,0145e7a4-ea61-4b6a-b541-85bb16385b89,2025-11-02 19:40:36,2025-10-24 19:40:36
120,120,Adyen,1101.46,refunded,6eb010d5-38cc-4ab9-aeb2-cb51383cf17d,2025-09-29 19:40:36,2025-10-19 19:40:36
121,121,Stripe,867.9,failed,ce2acea3-88a2-4b51-9885-24b05b2e3ff5,2025-09-17 19:40:36,2025-10-16 19:40:36
122,122,Stripe,1474.43,failed,2fdba643-1db1-4549-a74b-23da370c84e5,2025-10-02 19:40:36,2025-10-30 19:40:36
123,123,PayPal,125.01,success,8d0d58c0-3322-4033-9d12-e815ff19628a,2025-09-08 19:40:36,2025-10-07 19:40:36
124,124,Stripe,177.94,refunded,558ae942-77d2-4f70-9d13-099288f144f3,2025-08-23 19:40:36,2025-11-04 19:40:36
125,125,PayPal,333.94,refunded,d81e2792-dc7a-40cb-bd85-0faa50b2cc11,2025-08-09 19:40:36,2025-11-06 19:40:36
126,126,PayPal,634.59,success,cfb03485-6ec4-47f7-901a-4af9a731dca2,2025-09-28 19:40:36,2025-10-30 19:40:36
127,127,Adyen,34.58,success,09d435fe-089d-4e61-82ef-a5649b0b13be,2025-09-04 19:40:36,2025-10-19 19:40:36
128,128,PayPal,850.43,pending,9c95b126-3a82-4f8b-b309-0dd98a4f34f8,2025-10-21 19:40:36,2025-10-23 19:40:36
129,129,Adyen,173.03,refunded,e0eca763-54c1-43ca-990f-898c3dee686a,2025-08-30 19:40:36,2025-10-17 19:40:36
130,130,Adyen,506.71,failed,4b2a2c22-a976-4150-8a70-950f09483d50,2025-08-31 19:40:36,2025-10-13 19:40:36
131,131,Stripe,770.98,refunded,301ae2de-c9fd-469f-9b12-5d704e93ba50,2025-10-07 19:40:36,2025-11-06 19:40:36
132,132,PayPal,111.85,refunded,c9e251ed-a33d-4f65-8edf-e5565dc67eb4,2025-09-04 19:40:36,2025-10-08 19:40:36
133,133,Stripe,791.3,success,4ab1d702-0e6b-4963-a7a0-33f2bbf1e474,2025-10-08 19:40:36,2025-10-21 19:40:36
134,134,Stripe,541.54,success,4d0c8ef1-41d2-4250-a4ad-3172090a6729,2025-08-18 19:40:36,2025-10-31 19:40:36
135,135,Stripe,1239.12,success,bf80c49d-0f73-47a2-9dda-2a5f54c63169,2025-08-28 19:40:36,2025-10-10 19:40:36
136,136,PayPal,788.78,refunded,5a79924d-e215-4ee6-896a-d4c160aab4aa,2025-08-11 19:40:36,2025-10-31 19:40:36
137,137,Adyen,472.79,success,7b5a6558-ad9c-4268-ae35-c9fcf70f26de,2025-11-03 19:40:36,2025-10-28 19:40:36
138,138,Stripe,1131.03,pending,ff777a08-ff7a-4cf3-830f-2d28817a174a,2025-10-10 19:40:36,2025-10-08 19:40:36
139,139,Stripe,1377.7,success,bc845726-f729-45fb-ba24-784b3335cf2f,2025-08-19 19:40:36,2025-10-16 19:40:36
140,140,Adyen,1398.57,refunded,ec596c90-4dbe-4ccd-a303-b50a6f29a1eb,2025-09-25 19:40:36,2025-10-29 19:40:36
141,141,Stripe,929.26,pending,1bdd5a4d-a8ba-422e-bcf2-ec5de8cb5d96,2025-09-23 19:40:36,2025-10-27 19:40:36
142,142,Stripe,159.96,success,7596dcd0-4c2c-4bb3-9e6d-50c65ccac3ba,2025-08-24 19:40:36,2025-10-14 19:40:36
143,143,PayPal,1279.14,pending,73654313-65cf-42e2-9205-8be607fb56e0,2025-10-23 19:40:36,2025-11-04 19:40:36
144,144,Adyen,276.89,refunded,1e92d700-eec6-40b7-9ef8-d02d0f680524,2025-10-27 19:40:36,2025-10-21 19:40:36
145,145,Adyen,939.22,refunded,a786f25e-b15c-429f-bfac-b0338a43fdf9,2025-08-23 19:40:36,2025-10-09 19:40:36
146,146,Adyen,998.54,failed,d2e6f059-33a6-4554-bed2-941201123a12,2025-09-16 19:40:36,2025-11-01 19:40:36
147,147,PayPal,1034.77,refunded,c3af1a02-0975-4ca6-b083-f17da0c56ad1,2025-09-15 19:40:36,2025-10-24 19:40:36
148,148,Stripe,1282.64,success,687d15f1-847d-4dd4-8db4-2d18b9531cb2,2025-09-06 19:40:36,2025-10-29 19:40:36
149,149,PayPal,1469.98,pending,c8ce363a-8d71-4b89-9d4f-5d746ba1d001,2025-09-26 19:40:36,2025-10-25 19:40:36
150,150,PayPal,734.37,failed,58a3dd65-bf85-412c-bdf8-392742bbd6ef,2025-10-16 19:40:36,2025-10-19 19:40:36
151,151,Adyen,247.27,success,7c5cff42-8485-4bf1-9883-b65cd03e266a,2025-10-11 19:40:36,2025-10-17 19:40:36
152,152,Stripe,857.56,failed,ef345bae-acf0-40bf-a352-73a6edc51414,2025-10-13 19:40:36,2025-10-31 19:40:36
153,153,Stripe,1416.64,pending,8912fedd-93ad-481b-9d03-0a8b94ca5941,2025-10-19 19:40:36,2025-10-12 19:40:36
154,154,Adyen,497.48,success,46ff9219-a9d2-45c7-8779-8003c4f2a9c3,2025-11-02 19:40:36,2025-10-19 19:40:36
155,155,Adyen,226.33,failed,1c955131-c7d7-44c1-9006-697fd0499451,2025-09-27 19:40:36,2025-10-09 19:40:36
156,156,PayPal,119.69,pending,0f9690fb-f591-47b0-8fcb-2bd553086f4c,2025-10-20 19:40:36,2025-10-21 19:40:36
157,157,Adyen,1057.97,success,e2d4a35a-5d35-4716-91a6-f09d1134de80,2025-10-04 19:40:36,2025-11-06 19:40:36
158,158,Stripe,886.4,pending,9c01af26-5f94-4318-b6ce-b5925df88eeb,2025-08-16 19:40:36,2025-10-18 19:40:36
159,159,PayPal,444.73,failed,c6769202-d6b0-4ac3-8993-7875d4438b19,2025-08-10 19:40:36,2025-10-18 19:40:36
160,160,Adyen,1199.66,failed,68080fe2-66fa-4d8d-af3c-7da6843b16e5,2025-10-13 19:40:36,2025-11-05 19:40:36
161,161,PayPal,994.51,refunded,0c8f3db5-11c2-49d0-a5fe-234df5bece4d,2025-08-10 19:40:36,2025-10-29 19:40:36
162,162,PayPal,780.69,pending,ff32f3a9-a9f8-4f46-8761-9be6aa1fb097,2025-08-14 19:40:36,2025-10-18 19:40:36
163,163,Adyen,354.75,refunded,bcba3630-caae-4555-9cba-d1e13f68a69a,2025-09-24 19:40:36,2025-10-31 19:40:36
164,164,Stripe,1356.77,pending,bd5e50c7-11b3-4ecd-a3bd-c0081ed2a0b0,2025-09-13 19:40:36,2025-10-21 19:40:36
165,165,PayPal,635.15,success,a1c168c0-beef-42a1-9b62-01dcd66d1a96,2025-10-19 19:40:36,2025-10-11 19:40:36
166,166,Adyen,568.56,refunded,ffde7105-835f-4eae-9c77-fe455f05d5cc,2025-11-02 19:40:36,2025-10-21 19:40:36
167,167,Adyen,966.36,refunded,8da8b2dc-831b-4d10-bc39-78fad9b1ebd8,2025-09-18 19:40:36,2025-10-10 19:40:36
168,168,Stripe,593.66,pending,8a439a9c-e05c-45b7-b47b-6cf089f8986d,2025-10-04 19:40:36,2025-11-01 19:40:36
169,169,Stripe,630.24,refunded,4ffd358b-bc6c-483f-9033-58d54068888e,2025-08-12 19:40:36,2025-10-09 19:40:36
170,170,PayPal,138.66,success,32513da9-74ee-4b53-adc2-35ffb8ee9cf6,2025-09-25 19:40:36,2025-10-10 19:40:36
171,171,Stripe,1198.97,refunded,1b39a112-c507-44c0-aef3-2b4a67ba09f7,2025-10-10 19:40:36,2025-10-08 19:40:36
172,172,Adyen,225.77,failed,15fc7a66-773a-4343-a4fc-883414e4f7da,2025-08-21 19:40:36,2025-10-20 19:40:36
173,173,Stripe,597.27,refunded,c66ee5ee-8b79-4547-b48a-6a1eda4289e8,2025-09-13 19:40:36,2025-10-26 19:40:36
174,174,PayPal,606.77,refunded,bf74614a-37a5-454a-8d2a-3a3ca045785f,2025-08-17 19:40:36,2025-10-09 19:40:36
175,175,PayPal,966.09,success,01606b31-ffea-4fb8-bd0a-f363ff15f84b,2025-11-03 19:40:36,2025-10-23 19:40:36
176,176,Adyen,1455.16,failed,04805784-e255-460e-a1c9-aced627c087f,2025-11-02 19:40:36,2025-10-27 19:40:36
177,177,Stripe,878.93,failed,7d1ea048-dce6-45a6-bbe0-9cf5622e5265,2025-08-19 19:40:36,2025-11-05 19:40:36
178,178,PayPal,139.62,pending,b579e104-f593-4908-baa8-129b9918fd7c,2025-08-25 19:40:36,2025-10-14 19:40:36
179,179,Adyen,526.05,failed,bb2a568b-2cb4-40a3-bcac-e24dce23600d,2025-09-21 19:40:36,2025-10-15 19:40:36
180,180,Adyen,1054.83,success,876e942f-2364-4133-93fb-ce7ed5529eb1,2025-10-05 19:40:36,2025-11-05 19:40:36
181,181,Stripe,1422.52,success,afee86e0-9c64-4877-baac-769d8d444355,2025-08-20 19:40:36,2025-10-18 19:40:36
182,182,PayPal,1102.59,failed,8ae21c45-922c-4ffd-a73d-3ac00ade488d,2025-10-28 19:40:36,2025-10-24 19:40:36
183,183,Stripe,342.82,refunded,e7fc622b-8608-4395-b201-ca23469a0d89,2025-08-08 19:40:36,2025-10-23 19:40:36
184,184,Stripe,902.35,failed,d7b551d7-fb74-4cc2-af91-2e7c455c82f9,2025-09-10 19:40:36,2025-10-22 19:40:36
185,185,PayPal,733.85,success,8a4b8c13-8880-4bf4-8d9a-c3e57a196f04,2025-10-24 19:40:36,2025-10-29 19:40:36
186,186,PayPal,396.56,refunded,2c7d6cc4-7654-4500-8774-7812fec97986,2025-11-05 19:40:36,2025-10-16 19:40:36
187,187,Stripe,100.39,failed,11ad0f1b-fb17-442e-a5be-96ba9b180f6d,2025-08-20 19:40:36,2025-10-21 19:40:36
188,188,PayPal,1351.84,failed,61edc15f-c696-48f9-8e65-b18d740b1cb4,2025-09-28 19:40:36,2025-11-06 19:40:36
189,189,PayPal,949.38,failed,e1ec5ae0-b08f-4715-b236-1c18591194d0,2025-10-03 19:40:36,2025-11-05 19:40:36
190,190,Adyen,1431.77,success,e7574270-d2fb-40ca-b0aa-0c3ed90b9158,2025-10-03 19:40:36,2025-11-05 19:40:36
191,191,Adyen,362.32,failed,1eae95fc-eb0b-4970-b342-87bd908c4c08,2025-08-31 19:40:36,2025-10-15 19:40:36
192,192,PayPal,1323.95,success,be21a7a9-834d-4833-ba9e-1197f82b4bc3,2025-09-27 19:40:36,2025-10-30 19:40:36
193,193,PayPal,1287.25,refunded,ed4b2152-f10c-447d-9e1c-73d1ec066bca,2025-10-19 19:40:36,2025-11-03 19:40:36
194,194,Stripe,362.63,success,11a3bb30-a627-4215-a711-e3f9571c8dde,2025-08-22 19:40:36,2025-10-09 19:40:36
195,195,Adyen,245.16,refunded,01e9136e-1c0a-446b-aec2-d7f1320d4575,2025-11-01 19:40:36,2025-10-26 19:40:36
196,196,PayPal,130.05,success,c36f6516-78cb-4989-b152-b1c6c5c20e6e,2025-09-27 19:40:36,2025-10-18 19:40:36
197,197,PayPal,859.15,failed,63a23eb5-350c-4c69-a549-5f6b56ac682a,2025-09-02 19:40:36,2025-11-06 19:40:36
198,198,Stripe,983.38,pending,e7918cdc-bc19-410a-9e6a-3ff727d9f8ec,2025-10-10 19:40:36,2025-11-06 19:40:36
199,199,Adyen,946.96,success,dabd0771-2e7f-4b4a-9917-77811f6d2801,2025-09-12 19:40:36,2025-10-28 19:40:36
200,200,Stripe,1460.88,refunded,235ffcdc-68ab-40fc-95a1-2bb680ded771,2025-10-15 19:40:36,2025-10-09 19:40:36
