order_item_id,order_id,product_id,quantity,unit_price,discount,created_at,updated_at
51,18,25,1,55.67,22.47,2025-09-21 19:40:36,2025-10-17 19:40:36
52,18,92,2,300.22,31.98,2025-10-23 19:40:36,2025-10-12 19:40:36
53,18,11,1,34.85,16.95,2025-09-12 19:40:36,2025-10-09 19:40:36
54,19,190,2,243.34,23.11,2025-08-13 19:40:36,2025-10-20 19:40:36
55,19,3,1,204.88,5.59,2025-10-14 19:40:36,2025-10-23 19:40:36
56,19,7,3,420.08,48.94,2025-09-24 19:40:36,2025-10-27 19:40:36
57,20,153,1,367.61,34.4,2025-08-13 19:40:36,2025-11-02 19:40:36
58,20,118,3,317.78,46.19,2025-10-31 19:40:36,2025-10-10 19:40:36
59,21,84,1,324.14,22.41,2025-10-29 19:40:36,2025-10-29 19:40:36
60,21,101,3,376.54,10.8,2025-10-04 19:40:36,2025-11-03 19:40:36
61,21,190,3,194.32,5.44,2025-08-18 19:40:36,2025-10-22 19:40:36
62,22,175,1,364.07,44.13,2025-09-14 19:40:36,2025-10-15 19:40:36
63,22,119,3,138.48,13.92,2025-09-14 19:40:36,2025-10-13 19:40:36
64,22,130,3,456.52,5.74,2025-08-14 19:40:36,2025-10-23 19:40:36
65,23,196,1,238.1,40.83,2025-10-03 19:40:36,2025-11-05 19:40:36
66,23,176,3,115.75,21.57,2025-08-28 19:40:36,2025-10-26 19:40:36
67,23,113,2,43.97,7.34,2025-09-21 19:40:36,2025-10-15 19:40:36
68,24,199,1,423.52,25.61,2025-08-23 19:40:36,2025-11-01 19:40:36
69,24,51,3,138.77,34.01,2025-08-20 19:40:36,2025-10-18 19:40:36
70,24,38,2,152.0,23.12,2025-10-19 19:40:36,2025-11-02 19:40:36
71,25,52,2,34.64,6.15,2025-09-13 19:40:36,2025-10-10 19:40:36
72,25,62,3,110.98,27.52,2025-11-03 19:40:36,2025-11-05 19:40:36
73,26,187,1,82.5,48.77,2025-08-18 19:40:36,2025-10-17 19:40:36
74,26,170,2,219.56,10.75,2025-10-28 19:40:36,2025-11-01 19:40:36
75,26,136,1,171.54,25.27,2025-09-23 19:40:36,2025-10-17 19:40:36
76,27,178,1,107.34,44.85,2025-08-12 19:40:36,2025-10-26 19:40:36
77,27,109,1,305.45,40.73,2025-09-03 19:40:36,2025-10-28 19:40:36
78,27,182,3,231.59,8.8,2025-08-31 19:40:36,2025-10-07 19:40:36
79,27,162,3,37.04,45.08,2025-09-13 19:40:36,2025-10-18 19:40:36
80,28,88,2,425.47,36.25,2025-10-05 19:40:36,2025-11-04 19:40:36
81,29,107,2,402.28,1.66,2025-10-12 19:40:36,2025-11-02 19:40:36
82,29,119,3,409.65,12.63,2025-09-29 19:40:36,2025-10-26 19:40:36
83,29,185,3,349.09,47.29,2025-08-19 19:40:36,2025-11-04 19:40:36
84,29,133,1,246.11,7.24,2025-09-07 19:40:36,2025-10-13 19:40:36
85,30,175,3,312.25,16.81,2025-08-16 19:40:36,2025-10-30 19:40:36
86,30,90,3,426.8,16.28,2025-09-10 19:40:36,2025-10-31 19:40:36
87,30,180,3,134.39,40.55,2025-08-15 19:40:36,2025-10-10 19:40:36
88,30,131,1,155.2,17.57,2025-09-24 19:40:36,2025-11-05 19:40:36
89,30,200,3,189.87,16.76,2025-10-20 19:40:36,2025-10-07 19:40:36
90,31,190,2,173.98,39.44,2025-09-23 19:40:36,2025-10-28 19:40:36
91,31,22,2,192.86,12.91,2025-10-24 19:40:36,2025-10-17 19:40:36
92,31,19,2,10.13,48.23,2025-09-19 19:40:36,2025-10-09 19:40:36
93,32,75,2,173.19,12.84,2025-11-02 19:40:36,2025-11-04 19:40:36
94,33,114,1,235.14,27.66,2025-10-09 19:40:36,2025-10-29 19:40:36
95,33,196,1,27.68,12.18,2025-10-03 19:40:36,2025-10-12 19:40:36
96,33,173,3,313.7,29.89,2025-08-19 19:40:36,2025-10-23 19:40:36
97,33,197,1,67.68,39.99,2025-11-06 19:40:36,2025-10-17 19:40:36
98,33,35,3,168.59,16.04,2025-08-13 19:40:36,2025-10-22 19:40:36
99,34,96,2,439.45,43.95,2025-10-28 19:40:36,2025-10-31 19:40:36
100,34,119,3,16.49,34.09,2025-09-13 19:40:36,2025-10-07 19:40:36
101,35,158,2,405.79,26.38,2025-08-27 19:40:36,2025-11-05 19:40:36
102,35,190,1,498.8,0.25,2025-08-26 19:40:36,2025-10-23 19:40:36
103,35,41,2,116.88,10.59,2025-09-23 19:40:36,2025-10-28 19:40:36
104,36,175,2,361.4,25.9,2025-11-05 19:40:36,2025-10-31 19:40:36
105,36,40,1,83.41,42.75,2025-10-09 19:40:36,2025-10-26 19:40:36
106,36,43,3,443.61,14.32,2025-08-18 19:40:36,2025-10-14 19:40:36
107,36,161,2,73.12,48.81,2025-08-08 19:40:36,2025-10-07 19:40:36
108,37,193,2,403.42,40.41,2025-08-24 19:40:36,2025-10-17 19:40:36
109,37,41,1,188.23,30.9,2025-10-17 19:40:36,2025-10-19 19:40:36
110,37,66,2,53.12,37.92,2025-09-23 19:40:36,2025-10-11 19:40:36
111,37,178,3,250.23,31.69,2025-09-25 19:40:36,2025-10-13 19:40:36
112,37,39,1,286.44,32.06,2025-10-22 19:40:36,2025-10-16 19:40:36
113,38,66,3,149.29,40.17,2025-10-28 19:40:36,2025-10-12 19:40:36
114,38,7,1,235.38,3.4,2025-09-29 19:40:36,2025-10-26 19:40:36
115,38,30,3,172.98,17.33,2025-09-18 19:40:36,2025-10-14 19:40:36
116,38,88,1,28.23,40.73,2025-10-20 19:40:36,2025-10-12 19:40:36
117,38,115,1,445.85,12.71,2025-08-24 19:40:36,2025-10-08 19:40:36
118,39,33,1,25.08,46.22,2025-08-31 19:40:36,2025-11-03 19:40:36
119,39,48,3,237.99,37.36,2025-08-10 19:40:36,2025-11-05 19:40:36
120,40,127,2,291.33,25.2,2025-08-18 19:40:36,2025-10-12 19:40:36
121,40,20,3,83.99,20.87,2025-10-30 19:40:36,2025-10-31 19:40:36
122,40,56,1,208.97,12.87,2025-08-16 19:40:36,2025-10-20 19:40:36
123,41,27,1,137.43,37.58,2025-10-28 19:40:36,2025-10-30 19:40:36
124,41,14,3,376.88,1.27,2025-10-03 19:40:36,2025-10-29 19:40:36
125,41,93,3,313.18,40.53,2025-10-26 19:40:36,2025-10-15 19:40:36
126,41,72,3,214.17,14.6,2025-08-27 19:40:36,2025-10-16 19:40:36
127,41,71,1,316.14,20.62,2025-10-03 19:40:36,2025-11-02 19:40:36
128,42,166,2,492.91,46.73,2025-10-31 19:40:36,2025-10-08 19:40:36
129,42,69,2,11.77,19.11,2025-08-11 19:40:36,2025-10-10 19:40:36
130,42,106,3,349.14,45.37,2025-08-09 19:40:36,2025-10-22 19:40:36
131,43,99,2,212.88,0.65,2025-09-07 19:40:36,2025-10-08 19:40:36
132,43,83,1,368.79,26.78,2025-08-17 19:40:36,2025-10-17 19:40:36
133,43,136,3,47.97,21.71,2025-09-15 19:40:36,2025-10-29 19:40:36
134,43,199,2,326.76,26.48,2025-10-06 19:40:36,2025-10-29 19:40:36
135,43,80,1,290.14,10.38,2025-10-25 19:40:36,2025-11-01 19:40:36
136,44,84,2,88.62,20.65,2025-08-08 19:40:36,2025-11-06 19:40:36
137,44,182,2,152.11,23.98,2025-10-16 19:40:36,2025-10-23 19:40:36
138,45,198,1,445.29,21.27,2025-10-05 19:40:36,2025-10-22 19:40:36
139,45,86,3,78.15,6.06,2025-10-17 19:40:36,2025-11-06 19:40:36
140,46,169,3,357.96,27.79,2025-10-15 19:40:36,2025-10-16 19:40:36
141,46,122,1,84.37,0.16,2025-09-03 19:40:36,2025-10-17 19:40:36
142,46,180,1,318.89,48.65,2025-10-21 19:40:36,2025-11-05 19:40:36
143,46,39,2,246.45,46.02,2025-10-01 19:40:36,2025-10-19 19:40:36
144,46,55,3,400.15,42.67,2025-08-10 19:40:36,2025-10-13 19:40:36
145,47,74,1,392.24,37.43,2025-09-29 19:40:36,2025-10-27 19:40:36
146,47,8,1,256.9,13.8,2025-08-13 19:40:36,2025-10-13 19:40:36
147,48,90,1,409.74,19.3,2025-09-07 19:40:36,2025-11-05 19:40:36
148,48,1,2,222.39,36.02,2025-10-19 19:40:36,2025-11-01 19:40:36
149,48,174,3,465.58,31.94,2025-08-09 19:40:36,2025-11-03 19:40:36
150,49,71,1,20.2,22.4,2025-10-16 19:40:36,2025-10-17 19:40:36
151,49,101,3,184.47,40.84,2025-08-20 19:40:36,2025-10-12 19:40:36
152,49,12,2,26.16,14.29,2025-11-05 19:40:36,2025-10-17 19:40:36
153,49,88,2,195.64,46.31,2025-08-22 19:40:36,2025-10-09 19:40:36
154,50,172,2,88.66,32.98,2025-10-28 19:40:36,2025-10-29 19:40:36
155,50,121,1,255.7,16.25,2025-09-07 19:40:36,2025-10-26 19:40:36
156,50,86,2,438.24,24.34,2025-10-27 19:40:36,2025-10-24 19:40:36
157,50,128,1,411.13,49.59,2025-10-29 19:40:36,2025-11-04 19:40:36
158,51,123,1,369.04,9.8,2025-08-26 19:40:36,2025-10-20 19:40:36
159,51,193,1,178.57,32.1,2025-10-25 19:40:36,2025-10-26 19:40:36
160,51,35,2,70.42,11.28,2025-08-23 19:40:36,2025-10-14 19:40:36
161,51,196,3,416.08,13.82,2025-08-24 19:40:36,2025-10-07 19:40:36
162,52,197,1,460.24,45.11,2025-10-27 19:40:36,2025-10-26 19:40:36
163,52,99,3,411.56,38.69,2025-08-25 19:40:36,2025-10-16 19:40:36
164,52,45,3,171.44,43.49,2025-10-10 19:40:36,2025-11-03 19:40:36
165,52,194,1,220.3,25.63,2025-10-27 19:40:36,2025-10-11 19:40:36
166,52,81,3,433.1,2.96,2025-11-03 19:40:36,2025-10-29 19:40:36
167,53,199,2,109.28,43.86,2025-08-17 19:40:36,2025-11-06 19:40:36
168,53,163,1,433.53,27.46,2025-09-27 19:40:36,2025-10-13 19:40:36
169,53,168,3,13.9,48.43,2025-10-27 19:40:36,2025-11-05 19:40:36
170,53,152,1,309.71,14.54,2025-10-14 19:40:36,2025-10-27 19:40:36
171,53,107,2,353.93,48.98,2025-08-17 19:40:36,2025-10-28 19:40:36
172,54,153,2,313.31,41.13,2025-10-23 19:40:36,2025-10-24 19:40:36
173,54,30,2,310.72,8.6,2025-09-18 19:40:36,2025-11-03 19:40:36
174,54,52,2,180.54,5.11,2025-09-07 19:40:36,2025-10-25 19:40:36
175,55,26,3,93.45,39.01,2025-08-25 19:40:36,2025-10-23 19:40:36
176,55,49,3,201.98,40.33,2025-09-03 19:40:36,2025-10-24 19:40:36
177,55,55,3,360.71,7.22,2025-10-13 19:40:36,2025-10-21 19:40:36
178,56,10,2,36.84,0.38,2025-10-30 19:40:36,2025-10-18 19:40:36
179,56,107,1,412.76,36.62,2025-09-19 19:40:36,2025-10-11 19:40:36
180,56,89,3,185.29,29.71,2025-08-30 19:40:36,2025-11-02 19:40:36
181,56,16,1,400.69,36.92,2025-09-09 19:40:36,2025-10-17 19:40:36
182,57,124,3,198.18,4.5,2025-11-01 19:40:36,2025-10-11 19:40:36
183,58,198,3,333.25,42.92,2025-10-03 19:40:36,2025-10-12 19:40:36
184,58,170,3,438.46,3.79,2025-10-12 19:40:36,2025-10-31 19:40:36
185,58,8,3,51.86,2.02,2025-10-05 19:40:36,2025-11-04 19:40:36
186,58,193,1,347.44,18.27,2025-09-05 19:40:36,2025-10-17 19:40:36
187,59,195,3,191.93,40.06,2025-08-15 19:40:36,2025-11-01 19:40:36
188,60,142,1,356.34,11.32,2025-10-19 19:40:36,2025-10-21 19:40:36
189,61,200,2,141.71,7.17,2025-11-01 19:40:36,2025-10-09 19:40:36
190,62,171,1,369.0,47.61,2025-08-09 19:40:36,2025-10-23 19:40:36
191,62,83,2,330.74,30.35,2025-08-18 19:40:36,2025-10-27 19:40:36
192,62,199,2,8.39,9.89,2025-08-27 19:40:36,2025-10-22 19:40:36
193,62,78,2,285.99,34.76,2025-09-09 19:40:36,2025-10-27 19:40:36
194,63,186,1,487.45,11.74,2025-10-18 19:40:36,2025-10-20 19:40:36
195,63,120,3,145.49,42.77,2025-10-17 19:40:36,2025-10-08 19:40:36
196,64,115,2,213.48,40.12,2025-09-02 19:40:36,2025-10-14 19:40:36
197,64,39,3,438.21,45.67,2025-10-08 19:40:36,2025-11-04 19:40:36
198,65,189,2,334.35,16.48,2025-08-08 19:40:36,2025-10-14 19:40:36
199,65,199,2,358.79,10.37,2025-09-28 19:40:36,2025-10-21 19:40:36
200,65,66,1,258.64,29.17,2025-08-22 19:40:36,2025-11-06 19:40:36
201,65,124,2,323.3,47.42,2025-09-15 19:40:36,2025-10-08 19:40:36
202,65,198,1,419.48,37.03,2025-11-04 19:40:36,2025-10-11 19:40:36
203,66,173,1,344.07,30.63,2025-08-17 19:40:36,2025-11-01 19:40:36
204,66,129,3,53.6,29.07,2025-10-14 19:40:36,2025-10-15 19:40:36
205,66,11,2,381.04,22.0,2025-08-12 19:40:36,2025-11-04 19:40:36
206,67,54,3,122.22,29.7,2025-08-13 19:40:36,2025-10-17 19:40:36
207,68,128,2,67.65,10.21,2025-08-24 19:40:36,2025-10-22 19:40:36
208,68,39,2,446.33,35.76,2025-08-17 19:40:36,2025-10-31 19:40:36
209,68,178,3,199.48,1.29,2025-09-09 19:40:36,2025-10-26 19:40:36
210,68,192,2,110.23,22.76,2025-11-06 19:40:36,2025-10-11 19:40:36
211,69,143,1,393.32,18.22,2025-11-03 19:40:36,2025-10-10 19:40:36
212,69,136,3,200.15,8.0,2025-09-13 19:40:36,2025-10-27 19:40:36
213,69,45,3,427.1,7.09,2025-10-04 19:40:36,2025-11-02 19:40:36
214,70,94,1,244.37,41.62,2025-10-19 19:40:36,2025-10-29 19:40:36
215,70,113,2,177.37,5.8,2025-09-08 19:40:36,2025-10-12 19:40:36
216,70,190,1,213.0,7.07,2025-11-02 19:40:36,2025-10-27 19:40:36
217,70,153,2,341.5,44.03,2025-08-29 19:40:36,2025-10-18 19:40:36
218,70,142,2,235.79,47.89,2025-10-26 19:40:36,2025-10-18 19:40:36
219,71,16,3,139.0,0.05,2025-08-24 19:40:36,2025-11-01 19:40:36
220,71,36,3,148.27,0.72,2025-08-19 19:40:36,2025-10-18 19:40:36
221,71,63,3,9.79,11.42,2025-09-19 19:40:36,2025-10-22 19:40:36
222,71,194,1,54.49,30.98,2025-10-06 19:40:36,2025-10-10 19:40:36
223,71,149,3,118.62,33.86,2025-08-23 19:40:36,2025-10-28 19:40:36
224,72,195,2,276.67,14.32,2025-11-01 19:40:36,2025-11-05 19:40:36
225,72,79,3,105.03,12.61,2025-10-04 19:40:36,2025-10-28 19:40:36
226,73,129,1,141.54,17.79,2025-10-07 19:40:36,2025-10-12 19:40:36
227,74,69,1,195.67,22.58,2025-09-12 19:40:36,2025-10-23 19:40:36
228,75,190,2,117.83,45.75,2025-08-08 19:40:36,2025-10-26 19:40:36
229,75,197,1,398.94,28.52,2025-09-22 19:40:36,2025-10-25 19:40:36
230,75,61,3,398.26,13.0,2025-08-14 19:40:36,2025-10-16 19:40:36
231,76,46,1,287.57,3.05,2025-10-22 19:40:36,2025-11-05 19:40:36
232,76,54,3,126.57,17.38,2025-10-15 19:40:36,2025-10-19 19:40:36
233,76,106,2,108.84,36.81,2025-10-02 19:40:36,2025-10-21 19:40:36
234,76,3,2,68.39,40.32,2025-10-31 19:40:36,2025-10-22 19:40:36
235,77,160,1,230.71,38.7,2025-08-23 19:40:36,2025-11-05 19:40:36
236,77,182,3,84.76,14.78,2025-08-30 19:40:36,2025-10-09 19:40:36
237,77,121,2,220.8,30.67,2025-08-17 19:40:36,2025-11-05 19:40:36
238,77,30,1,105.94,25.4,2025-08-19 19:40:36,2025-10-30 19:40:36
239,78,117,2,279.89,31.26,2025-10-18 19:40:36,2025-10-20 19:40:36
240,78,180,3,210.36,39.37,2025-10-04 19:40:36,2025-10-12 19:40:36
241,78,128,1,258.34,27.53,2025-10-17 19:40:36,2025-10-25 19:40:36
242,79,159,3,27.11,3.36,2025-08-08 19:40:36,2025-10-17 19:40:36
243,79,68,3,243.21,6.18,2025-09-07 19:40:36,2025-10-19 19:40:36
244,80,194,1,350.36,9.35,2025-08-13 19:40:36,2025-10-26 19:40:36
245,80,66,1,140.83,37.51,2025-08-29 19:40:36,2025-10-28 19:40:36
246,80,93,1,262.29,2.5,2025-10-30 19:40:36,2025-10-25 19:40:36
247,80,185,3,44.16,3.6,2025-10-04 19:40:36,2025-10-29 19:40:36
248,81,35,1,264.99,4.3,2025-10-30 19:40:36,2025-10-16 19:40:36
249,81,148,2,312.07,25.67,2025-10-22 19:40:36,2025-10-21 19:40:36
250,82,146,2,97.96,36.74,2025-10-22 19:40:36,2025-10-21 19:40:36
251,82,64,2,225.07,48.29,2025-08-31 19:40:36,2025-10-15 19:40:36
252,82,166,3,277.62,31.92,2025-08-10 19:40:36,2025-10-17 19:40:36
253,82,39,2,260.9,49.2,2025-09-20 19:40:36,2025-11-03 19:40:36
254,82,137,2,446.81,36.17,2025-08-10 19:40:36,2025-10-11 19:40:36
255,83,14,3,268.8,29.0,2025-09-05 19:40:36,2025-10-13 19:40:36
256,83,137,2,392.23,13.75,2025-10-19 19:40:36,2025-11-02 19:40:36
257,83,109,1,368.31,16.81,2025-10-08 19:40:36,2025-10-10 19:40:36
258,83,200,3,7.57,33.4,2025-10-29 19:40:36,2025-10-13 19:40:36
259,83,140,1,272.54,27.81,2025-10-26 19:40:36,2025-10-22 19:40:36
260,84,70,3,484.69,15.67,2025-10-01 19:40:36,2025-10-11 19:40:36
261,84,117,3,368.57,13.02,2025-09-04 19:40:36,2025-10-10 19:40:36
262,84,90,2,419.83,9.42,2025-10-18 19:40:36,2025-10-28 19:40:36
263,85,154,3,340.62,40.81,2025-09-07 19:40:36,2025-11-04 19:40:36
264,85,143,2,328.11,29.14,2025-10-19 19:40:36,2025-11-05 19:40:36
265,85,18,2,288.03,28.12,2025-08-08 19:40:36,2025-10-19 19:40:36
266,86,8,3,451.13,21.29,2025-10-03 19:40:36,2025-11-06 19:40:36
267,86,115,3,233.51,6.2,2025-09-28 19:40:36,2025-10-18 19:40:36
268,86,127,2,403.74,42.03,2025-08-08 19:40:36,2025-10-13 19:40:36
269,86,87,2,86.12,47.24,2025-08-25 19:40:36,2025-10-23 19:40:36
270,87,40,3,425.01,37.15,2025-08-25 19:40:36,2025-10-12 19:40:36
271,88,157,2,218.52,13.36,2025-08-28 19:40:36,2025-10-15 19:40:36
272,88,2,2,409.43,49.54,2025-10-25 19:40:36,2025-10-29 19:40:36
273,88,71,2,121.17,21.86,2025-10-01 19:40:36,2025-10-20 19:40:36
274,88,146,1,373.75,1.75,2025-08-24 19:40:36,2025-10-29 19:40:36
275,89,35,2,367.69,6.35,2025-11-06 19:40:36,2025-10-24 19:40:36
276,89,143,1,387.24,25.86,2025-10-26 19:40:36,2025-10-07 19:40:36
277,89,173,2,416.78,5.27,2025-10-29 19:40:36,2025-10-16 19:40:36
278,90,118,2,310.75,45.0,2025-11-05 19:40:36,2025-10-31 19:40:36
279,90,89,1,125.95,26.04,2025-09-26 19:40:36,2025-10-18 19:40:36
280,90,98,2,57.96,32.07,2025-10-25 19:40:36,2025-10-24 19:40:36
281,90,183,2,425.38,43.59,2025-08-19 19:40:36,2025-10-23 19:40:36
282,90,132,2,272.31,38.49,2025-10-17 19:40:36,2025-10-26 19:40:36
283,91,126,3,488.6,43.08,2025-08-17 19:40:36,2025-10-22 19:40:36
284,92,198,1,367.35,39.13,2025-09-29 19:40:36,2025-10-10 19:40:36
285,92,144,1,452.68,31.07,2025-08-14 19:40:36,2025-10-20 19:40:36
286,92,65,3,407.81,41.7,2025-09-04 19:40:36,2025-11-03 19:40:36
287,92,56,3,167.82,2.01,2025-08-12 19:40:36,2025-10-08 19:40:36
288,92,95,3,431.24,14.91,2025-10-29 19:40:36,2025-10-31 19:40:36
289,93,19,1,481.99,7.01,2025-09-14 19:40:36,2025-10-27 19:40:36
290,93,53,2,284.39,15.88,2025-09-22 19:40:36,2025-10-21 19:40:36
291,93,192,2,259.75,29.87,2025-09-23 19:40:36,2025-10-26 19:40:36
292,93,129,3,335.4,9.91,2025-08-24 19:40:36,2025-11-05 19:40:36
293,93,100,1,325.39,46.93,2025-09-30 19:40:36,2025-10-08 19:40:36
294,94,124,3,10.27,23.64,2025-10-09 19:40:36,2025-10-23 19:40:36
295,94,89,2,369.24,14.03,2025-09-02 19:40:36,2025-10-07 19:40:36
296,94,158,2,368.78,12.83,2025-10-08 19:40:36,2025-11-05 19:40:36
297,94,111,1,298.96,6.87,2025-10-03 19:40:36,2025-10-23 19:40:36
298,95,44,2,471.86,41.23,2025-09-17 19:40:36,2025-10-24 19:40:36
299,95,20,3,174.62,44.46,2025-08-21 19:40:36,2025-10-30 19:40:36
300,96,132,3,123.48,31.55,2025-09-27 19:40:36,2025-10-09 19:40:36
301,97,184,1,366.32,36.49,2025-10-24 19:40:36,2025-10-26 19:40:36
302,97,55,1,418.06,41.82,2025-10-26 19:40:36,2025-10-15 19:40:36
303,97,5,2,228.23,42.53,2025-08-11 19:40:36,2025-10-12 19:40:36
304,97,63,1,392.73,23.48,2025-09-02 19:40:36,2025-10-22 19:40:36
305,97,164,1,47.57,41.17,2025-08-19 19:40:36,2025-11-03 19:40:36
306,98,110,2,353.69,37.11,2025-10-06 19:40:36,2025-10-12 19:40:36
307,98,17,1,406.05,36.11,2025-08-28 19:40:36,2025-10-13 19:40:36
308,98,68,1,333.23,35.31,2025-10-03 19:40:36,2025-10-18 19:40:36
309,98,51,3,189.08,1.23,2025-08-15 19:40:36,2025-10-22 19:40:36
310,99,142,3,78.68,19.74,2025-08-08 19:40:36,2025-11-06 19:40:36
311,99,17,2,13.21,28.43,2025-10-05 19:40:36,2025-10-28 19:40:36
312,100,63,2,208.09,4.07,2025-09-21 19:40:36,2025-10-25 19:40:36
313,100,36,1,394.67,6.58,2025-10-31 19:40:36,2025-10-09 19:40:36
314,100,136,1,85.33,45.21,2025-09-03 19:40:36,2025-10-25 19:40:36
315,100,197,2,269.75,40.97,2025-08-16 19:40:36,2025-10-16 19:40:36
316,101,77,3,348.39,10.19,2025-09-11 19:40:36,2025-10-12 19:40:36
317,101,39,1,285.3,6.74,2025-09-10 19:40:36,2025-10-24 19:40:36
318,102,20,1,403.84,47.01,2025-10-08 19:40:36,2025-10-21 19:40:36
319,102,120,1,400.98,30.7,2025-10-13 19:40:36,2025-10-31 19:40:36
320,102,126,1,309.8,23.82,2025-10-30 19:40:36,2025-10-09 19:40:36
321,102,14,2,380.97,46.6,2025-08-30 19:40:36,2025-10-18 19:40:36
322,103,173,1,110.5,15.98,2025-08-23 19:40:36,2025-11-02 19:40:36
323,103,153,3,361.4,16.55,2025-08-26 19:40:36,2025-10-10 19:40:36
324,103,39,2,211.91,21.03,2025-09-17 19:40:36,2025-11-01 19:40:36
325,103,28,1,458.93,16.42,2025-09-15 19:40:36,2025-10-07 19:40:36
326,103,108,2,71.71,28.0,2025-09-17 19:40:36,2025-11-01 19:40:36
327,104,103,1,71.32,22.99,2025-10-27 19:40:36,2025-10-31 19:40:36
328,104,146,1,59.83,15.81,2025-09-04 19:40:36,2025-10-20 19:40:36
329,104,39,1,109.96,40.97,2025-08-17 19:40:36,2025-10-18 19:40:36
330,105,128,1,284.96,33.09,2025-08-28 19:40:36,2025-11-05 19:40:36
331,105,198,2,416.09,1.6,2025-10-18 19:40:36,2025-10-23 19:40:36
